-3.000000000000000355e+01,-3.600000000000002274e+02
-1.789473684210526727e+01,-3.600000000000002274e+02
-5.789473684210527438e+00,-3.600000000000002274e+02
6.315789473684208843e+00,-3.600000000000001705e+02
1.842105263157894868e+01,-3.600000000000001705e+02
3.052631578947368851e+01,-3.600000000000001705e+02
4.263157894736842479e+01,-3.600000000000001705e+02
5.473684210526316463e+01,-3.600000000000001137e+02
6.684210526315790446e+01,-3.600000000000001137e+02
7.894736842105264429e+01,-3.600000000000001137e+02
9.649999999999997158e+01,-3.600000000000000000e+02
1.069473684210526017e+02,-3.596710526315789025e+02
1.163421052631578618e+02,-3.590131578947368212e+02
1.246842105263157663e+02,-3.580263157894736423e+02
1.319736842105263008e+02,-3.567105263157894228e+02
1.382105263157894512e+02,-3.550657894736842195e+02
1.433947368421052602e+02,-3.530921052631578618e+02
1.475263157894736992e+02,-3.507894736842105203e+02
1.506052631578947398e+02,-3.481578947368420813e+02
1.526315789473684390e+02,-3.451973684210526017e+02
1.536052631578947398e+02,-3.419078947368420813e+02
1.535263157894736707e+02,-3.382894736842105203e+02
1.523947368421052317e+02,-3.343421052631579187e+02
1.502105263157893944e+02,-3.300657894736841627e+02
1.469736842105262724e+02,-3.254605263157894228e+02
1.426842105263157237e+02,-3.205263157894736423e+02
1.373421052631578618e+02,-3.152631578947367643e+02
1.309473684210526017e+02,-3.096710526315789025e+02
1.234999999999999716e+02,-3.037499999999999432e+02
1.149999999999999858e+02,-2.974999999999999432e+02
1.064999999999999858e+02,-2.912499999999999432e+02
9.813157894736839637e+01,-2.853289473684210407e+02
8.989473684210526017e+01,-2.797368421052630652e+02
8.178947368421049191e+01,-2.744736842105262440e+02
7.381578947368421950e+01,-2.695394736842104635e+02
6.597368421052631504e+01,-2.649342105263157805e+02
5.826315789473682827e+01,-2.606578947368420813e+02
5.068421052631578050e+01,-2.567105263157894228e+02
4.323684210526314331e+01,-2.530921052631578618e+02
3.592105263157894512e+01,-2.498026315789473415e+02
2.873684210526315042e+01,-2.468421052631578618e+02
2.168421052631579116e+01,-2.442105263157894512e+02
1.476315789473684603e+01,-2.419078947368421098e+02
7.973684210526318594e+00,-2.399342105263157805e+02
1.315789473684212840e+00,-2.382894736842105203e+02
-5.210526315789470786e+00,-2.369736842105263008e+02
-1.160526315789473095e+01,-2.359868421052631504e+02
-1.786842105263157165e+01,-2.353289473684210407e+02
-2.399999999999999289e+01,-2.349999999999999716e+02
-2.999999999999998934e+01,-2.349999999999999716e+02
-3.599999999999998579e+01,-2.349999999999999716e+02
-4.192105263157893802e+01,-2.353289473684210407e+02
-4.776315789473683537e+01,-2.359868421052631220e+02
-5.352631578947367075e+01,-2.369736842105263008e+02
-5.921052631578945835e+01,-2.382894736842104919e+02
-6.481578947368419108e+01,-2.399342105263157805e+02
-7.034210526315789025e+01,-2.419078947368420813e+02
-7.578947368421050612e+01,-2.442105263157894228e+02
-8.115789473684209554e+01,-2.468421052631578618e+02
-8.644736842105261587e+01,-2.498026315789473131e+02
-9.165789473684209554e+01,-2.530921052631578618e+02
-9.678947368421052033e+01,-2.567105263157894797e+02
-1.018421052631578902e+02,-2.606578947368420813e+02
-1.068157894736842053e+02,-2.649342105263157237e+02
-1.117105263157894655e+02,-2.695394736842104635e+02
-1.165263157894736707e+02,-2.744736842105262440e+02
-1.212631578947368212e+02,-2.797368421052631220e+02
-1.259210526315789309e+02,-2.853289473684209838e+02
-1.304999999999999716e+02,-2.912499999999998863e+02
-1.349999999999999716e+02,-2.974999999999998863e+02
-1.394999999999999716e+02,-3.037500000000000000e+02
-1.433684210526315326e+02,-3.096710526315789593e+02
-1.466052631578947114e+02,-3.152631578947368212e+02
-1.492105263157894512e+02,-3.205263157894736423e+02
-1.511842105263157805e+02,-3.254605263157894228e+02
-1.525263157894736423e+02,-3.300657894736841627e+02
-1.532368421052631504e+02,-3.343421052631578618e+02
-1.533157894736841911e+02,-3.382894736842105203e+02
-1.527631578947367927e+02,-3.419078947368420813e+02
-1.515789473684209838e+02,-3.451973684210526017e+02
-1.497631578947368212e+02,-3.481578947368420813e+02
-1.473157894736841911e+02,-3.507894736842105203e+02
-1.442368421052631504e+02,-3.530921052631578618e+02
-1.405263157894736707e+02,-3.550657894736841627e+02
-1.361842105263157805e+02,-3.567105263157894228e+02
-1.312105263157894512e+02,-3.580263157894736423e+02
-1.256052631578947256e+02,-3.590131578947368212e+02
-1.193684210526315752e+02,-3.596710526315789025e+02
-1.124999999999999716e+02,-3.600000000000000000e+02
-1.049999999999999858e+02,-3.600000000000000000e+02
-1.010526315789473699e+02,-3.600000000000001137e+02
-9.315789473684210975e+01,-3.600000000000001137e+02
-8.526315789473683537e+01,-3.600000000000000568e+02
-7.736842105263156100e+01,-3.600000000000000568e+02
-6.947368421052630083e+01,-3.600000000000000568e+02
-6.157894736842102645e+01,-3.600000000000000568e+02
-5.368421052631575208e+01,-3.600000000000000568e+02
-4.578947368421049191e+01,-3.600000000000000000e+02
-3.789473684210520332e+01,-3.600000000000000000e+02
-2.999999999999994316e+01,-3.600000000000000000e+02
