3.025895692251021956e+02,7.367845239260657308e+01,1.446416316366425860e+02
3.005169459852003229e+02,7.406290688069587702e+01,1.505029497975380934e+02
2.981459268440962092e+02,7.446320488739269194e+01,1.508777542794175304e+02
2.957985297824171766e+02,7.489122314860890128e+01,1.508860207605451365e+02
2.935035204900501640e+02,7.535140325857464916e+01,1.508937591830057841e+02
2.912631882788105031e+02,7.584718728134288313e+01,1.509007993972574297e+02
2.891603740723677447e+02,7.637689711095623579e+01,1.509071774452907562e+02
2.870248878532956951e+02,7.695159939165387186e+01,1.509122917141598066e+02
2.849383083730102726e+02,7.757050456831503027e+01,1.509161359885362401e+02
2.829076584792199469e+02,7.823733127862585945e+01,1.509185957950169552e+02
2.800970440224990057e+02,7.927912488007004299e+01,1.509193548019141815e+02
2.784724710485106698e+02,7.989069486639672846e+01,1.509169384355580235e+02
2.769778978035455452e+02,8.043761742973333639e+01,1.509123790332761246e+02
2.756488777449212648e+02,8.088835102645532515e+01,1.509060666626448892e+02
2.744769273661015632e+02,8.122964117478606738e+01,1.508983519689471393e+02
2.735403194978015335e+02,8.142191256088575813e+01,1.508901804908344104e+02
2.726505155087176604e+02,8.152706382776538874e+01,1.508807233216849397e+02
2.718850211226553029e+02,8.151045595049606618e+01,1.508706908540573863e+02
2.712501842820772708e+02,8.135823520800546760e+01,1.508602314904653952e+02
2.707021186492573861e+02,8.098820801612731657e+01,1.508477765664921151e+02
2.703347098765303826e+02,8.049041195405521876e+01,1.508358704169783095e+02
2.700934588580858531e+02,7.976325693901969771e+01,1.508222470081836946e+02
2.699982568059108416e+02,7.892777697014216187e+01,1.508087094057677291e+02
2.700370435264735534e+02,7.794255904308296579e+01,1.507941534597465250e+02
2.702269166233011219e+02,7.672263323528974865e+01,1.507771041606358722e+02
2.705644799229638124e+02,7.541496981123596299e+01,1.507593170660522333e+02
2.710583644800223055e+02,7.397244880424321423e+01,1.507396166069089816e+02
2.717160745523796663e+02,7.240003120190046104e+01,1.507175309268851038e+02
2.725459584441701963e+02,7.071062574093150488e+01,1.506926497530546101e+02
2.735577004490113495e+02,6.892070522058367033e+01,1.506645631350910435e+02
2.746089134109632823e+02,6.716613950559407442e+01,1.506345783706339887e+02
2.756921340857541054e+02,6.552831835832694196e+01,1.506044551631106003e+02
2.767799052221916440e+02,6.408894059546943822e+01,1.505761602370461674e+02
2.779191857377836072e+02,6.269271788381962551e+01,1.505466928670110747e+02
2.790874207808133178e+02,6.140834992369300949e+01,1.505176460062882313e+02
2.802845409460615542e+02,6.024215782313387990e+01,1.504893750114334239e+02
2.815112286300055757e+02,5.919233398076946173e+01,1.504620573841336295e+02
2.827681182659265460e+02,5.825564518804944214e+01,1.504358381106522984e+02
2.840557075012530959e+02,5.742823025025921879e+01,1.504108483122782332e+02
2.854554775904433654e+02,5.670612840603101290e+01,1.503868765021504998e+02
2.868263382738079486e+02,5.609389562366654047e+01,1.503648254160830504e+02
2.882220326518602178e+02,5.557324610318981684e+01,1.503442673649294363e+02
2.897210172305725564e+02,5.515418463419723594e+01,1.503252942231843576e+02
2.911895769117036252e+02,5.480667268809466464e+01,1.503079871465161546e+02
2.926749870721401976e+02,5.453299621870175429e+01,1.502923639527639921e+02
2.942461843139471966e+02,5.434068445143735460e+01,1.502784385988993847e+02
2.957759388287998377e+02,5.420239418795236475e+01,1.502662759611693843e+02
2.973069608453465662e+02,5.412307506943075452e+01,1.502558977718643121e+02
2.988378942837229602e+02,5.409963039395333340e+01,1.502473099226559441e+02
3.003624797628211240e+02,5.412870758662961634e+01,1.502405094655596258e+02
3.019004814220847948e+02,5.415802217700654353e+01,1.502339028818028055e+02
3.034359156921044018e+02,5.423633569180094582e+01,1.502290216817413011e+02
3.050246352245343360e+02,5.436247578620069021e+01,1.502256001497805187e+02
3.064800579395288196e+02,5.453249239119628555e+01,1.502243470684670683e+02
3.079584678894000263e+02,5.474778718229163132e+01,1.502245994390424926e+02
3.094149757823564642e+02,5.500702693541109056e+01,1.502265039302342018e+02
3.108385442722062635e+02,5.530984606119088198e+01,1.502300819769472469e+02
3.122237410306922811e+02,5.565618081834738007e+01,1.502353435980321024e+02
3.135666668004114968e+02,5.604611708774756096e+01,1.502423049379803501e+02
3.148644111499949645e+02,5.647980893934159496e+01,1.502509917925894172e+02
3.161150179637708106e+02,5.695740187978019264e+01,1.502614405881290338e+02
3.172581694615975039e+02,5.748417945816285624e+01,1.502740564354810431e+02
3.184062973573940099e+02,5.805066862852864062e+01,1.502882326432763307e+02
3.195169410517792699e+02,5.865968026810382696e+01,1.503042831680435256e+02
3.205842678764059883e+02,5.931132775261670531e+01,1.503223368797298747e+02
3.215465897956358390e+02,6.001237506583439085e+01,1.503429281476061874e+02
3.225260025328568645e+02,6.074724011801205847e+01,1.503653464357077496e+02
3.234852557254782255e+02,6.151890527344858128e+01,1.503899971402927065e+02
3.244222717614243265e+02,6.232554651103562549e+01,1.504170607475452073e+02
3.253443297642357379e+02,6.316345311400507967e+01,1.504466748890422423e+02
3.262823894926411867e+02,6.398383728970038931e+01,1.504772137008512232e+02
3.271310027206607174e+02,6.474022624118403257e+01,1.505070539612086691e+02
3.278082724479910439e+02,6.543989973693730633e+01,1.505363399705658765e+02
3.284312652677120923e+02,6.607731611700923224e+01,1.505645194183448439e+02
3.289574455829683757e+02,6.665881591581837995e+01,1.505916260671120028e+02
3.293147417162043666e+02,6.719458522801059530e+01,1.506177211501872364e+02
3.296042456815588366e+02,6.768157769311353888e+01,1.506424546070321355e+02
3.297468088277297511e+02,6.809124647618807558e+01,1.506638157844691932e+02
3.298145967782859316e+02,6.848535873271630692e+01,1.506848025928093477e+02
3.297782264984418248e+02,6.884957730366201645e+01,1.507043470506985443e+02
3.295672244496503254e+02,6.929072760504298856e+01,1.507278199721296801e+02
3.291299117784167834e+02,6.958386153638416260e+01,1.507421226156015450e+02
3.284727896765999731e+02,6.992580468676696626e+01,1.507580081071315021e+02
3.276156827421879143e+02,7.022156787342885309e+01,1.507701094989469084e+02
3.266341496321159070e+02,7.051468375560861546e+01,1.507812914351273434e+02
3.254239542950815576e+02,7.079619172687745277e+01,1.507905864328930647e+02
3.240952717148077227e+02,7.105692146936974041e+01,1.507982196840503946e+02
3.226130111137327958e+02,7.129842374766055002e+01,1.508043054084938888e+02
3.209795846837706677e+02,7.151741016643889282e+01,1.508089254167079218e+02
3.192037726926406549e+02,7.171052196927163891e+01,1.508122004956545084e+02
3.182936570951848125e+02,7.181059502510481707e+01,1.508141206739589109e+02
3.164483210466114542e+02,7.200841897402202108e+01,1.508181036886546735e+02
3.147112420002033559e+02,7.220546217768679753e+01,1.508226510179790125e+02
3.129421289006585312e+02,7.240336295897900243e+01,1.508273710750321470e+02
3.111956623104630353e+02,7.260359167558684135e+01,1.508323622242044166e+02
3.094763917899060743e+02,7.280763370772278620e+01,1.508375937539306335e+02
3.078582542276246272e+02,7.301851695924287355e+01,1.508432042653226404e+02
3.061936767280394633e+02,7.323417225057185931e+01,1.508487850516792150e+02
3.045450299243647692e+02,7.345704844510207465e+01,1.508544495820096927e+02
3.029194320040163575e+02,7.368833257027766592e+01,1.508601673749355996e+02
